fecha,clae2,mujer,p10,p25,w_mean,w_median,p75,p90,p99
2013-01-01,75,0,1983,2946,4533,3760,5941,7235,13554
2013-01-01,75,1,1981,2865,4032,3231,5444,6739,11419
2013-01-01,77,0,2869,4908,8674,7063,11018,14682,32416
2013-01-01,77,1,2323,3303,6518,5839,7764,11165,25274
2013-01-01,78,0,942,2595,5318,4892,7002,9497,18500
2013-01-01,78,1,728,1987,4514,4003,6102,8154,17554
2013-01-01,79,0,2588,3724,7381,6099,8272,12579,33902
2013-01-01,79,1,2821,3865,6977,6048,7896,11619,26929
2013-01-01,80,0,2663,4418,5579,4973,6030,7943,18946
2013-01-01,80,1,2151,4060,5442,4891,6151,8768,16943
2013-01-01,81,0,1560,2582,4241,4170,4936,6729,13578
2013-01-01,81,1,1244,2033,3184,2838,4242,4943,8680
2013-01-01,82,0,2150,3701,7750,5600,7967,13312,47751
2013-01-01,82,1,2097,3419,5505,4469,6139,8741,25159
2013-01-01,85,0,570,1235,4048,2877,5255,8325,21091
2013-01-01,85,1,768,1798,4070,3604,5353,7764,14721
2013-01-01,86,0,3128,5060,8386,6774,9581,14027,35000
2013-01-01,86,1,2814,4690,6798,6159,8147,10828,20539
2013-01-01,87,0,2388,3976,5622,5161,6413,8224,17833
2013-01-01,87,1,2303,3973,4902,4884,5783,6952,11369
2013-01-01,88,0,2329,3244,5703,5273,6680,8698,23615
2013-01-01,88,1,2057,2911,5074,4506,6149,8032,16645
2013-01-01,90,0,380,1550,4619,3485,6189,8250,25902
2013-01-01,90,1,380,1813,4583,3851,5993,7708,14903
2013-01-01,91,0,2331,4153,6626,5934,7603,10498,30854
2013-01-01,91,1,1476,2687,4960,4169,6320,8646,20408
2013-01-01,92,0,3353,5497,8702,7430,10174,13656,35420
2013-01-01,92,1,2863,3849,6691,6147,8385,10917,18425
2013-01-01,93,0,956,2613,6108,5175,7201,10471,32209
2013-01-01,93,1,932,2149,4469,3568,5962,8192,16798
2013-01-01,94,0,2340,4558,8268,6880,9595,14169,38472
2013-01-01,94,1,1674,3229,6235,5439,7762,10922,24765
2013-01-01,95,0,2363,3132,5852,5515,6603,8838,24163
2013-01-01,95,1,1989,2946,5092,4354,6258,7958,23333
2013-01-01,96,0,1487,2639,5077,4240,6246,8653,20093
2013-01-01,96,1,1400,2255,3929,3171,4994,6635,13584
2013-01-01,999,0,5440,8755,11719,11383,14441,18042,26802
2013-01-01,999,1,3222,5500,7992,6750,9655,13244,26589
2013-02-01,1,0,1254,2812,4430,3948,5083,6977,17603
2013-02-01,1,1,897,2042,4340,3617,5955,7939,16441
2013-02-01,2,0,1066,2354,3818,3466,4423,6000,15877
2013-02-01,2,1,1600,2651,5046,3991,6330,8505,19937
2013-02-01,3,0,1403,2884,9188,6273,12112,19394,50970
2013-02-01,3,1,2875,4681,6651,5969,7819,10671,22910
2013-02-01,5,0,9948,15068,24237,20583,30541,40279,64568
2013-02-01,5,1,11080,12960,20235,16350,24235,32636,64294
2013-02-01,6,0,11927,16275,36452,24200,38694,64840,229873
2013-02-01,6,1,7790,11630,23298,16560,25335,39785,153057
2013-02-01,7,0,6201,9502,19908,14113,20001,30020,151025
2013-02-01,7,1,5245,8548,18013,12466,18765,30117,146707
2013-02-01,8,0,2996,4222,17307,6126,10585,22774,228999
2013-02-01,8,1,2464,4423,17465,6831,13500,38023,156840
2013-02-01,9,0,8637,15436,25141,23106,31348,42461,73678
2013-02-01,9,1,4032,8000,15093,12358,17197,26347,62787
2013-02-01,10,0,3001,4885,8693,6819,10291,15454,33509
2013-02-01,10,1,2093,3407,6321,5428,7500,10833,24711
2013-02-01,11,0,2421,4500,10256,7834,13569,19000,41600
2013-02-01,11,1,1882,3992,8346,6500,10468,14840,35704
2013-02-01,12,0,2936,5261,15136,9000,14934,24269,125440
2013-02-01,12,1,1406,2380,9324,4996,9456,15794,93358
2013-02-01,13,0,3250,4531,6841,5853,7621,10848,25109
2013-02-01,13,1,2629,3911,5722,5165,6539,8999,17634
2013-02-01,14,0,2633,3858,5879,5316,6743,8750,20341
2013-02-01,14,1,2459,3609,5460,5002,6497,8312,15153
2013-02-01,15,0,3363,4541,6380,5761,7135,9350,20581
2013-02-01,15,1,2972,4078,5744,5302,6517,8317,16414
2013-02-01,16,0,1719,2808,4552,3999,5353,7108,17023
2013-02-01,16,1,2160,3133,5350,4819,6333,8433,22044
2013-02-01,17,0,3442,4998,10050,7682,11729,16966,45425
2013-02-01,17,1,2967,4225,8343,6204,9619,15396,39183
2013-02-01,18,0,2875,4500,8017,6345,9299,14471,31800
2013-02-01,18,1,2346,3731,6562,5611,7908,11401,23464
2013-02-01,19,0,6043,7488,22867,11800,21061,41630,206788
2013-02-01,19,1,5773,6442,17231,7905,14750,33945,139199
2013-02-01,20,0,3535,5810,11633,8579,13446,21169,57622
2013-02-01,20,1,3145,5496,9658,7369,10753,16967,44883
2013-02-01,21,0,6023,8453,17329,12209,20200,32508,77470
2013-02-01,21,1,5294,7298,12389,9966,13858,21006,48847
2013-02-01,22,0,3713,5165,8576,6879,9849,14310,31416
2013-02-01,22,1,2905,4600,6970,6140,8059,11120,23293
2013-02-01,23,0,3112,4540,8619,6744,10424,15133,33648
2013-02-01,23,1,2619,4261,7865,6054,9262,14252,33096
2013-02-01,24,0,3679,5231,11862,9889,14956,20514,49031
2013-02-01,24,1,2788,4383,10794,8008,14280,20945,47645
2013-02-01,25,0,2395,3682,6110,4852,6927,10582,25313
2013-02-01,25,1,2132,3598,5955,4949,6778,9881,22726
2013-02-01,26,0,3614,5484,11191,8368,14699,18493,49840
2013-02-01,26,1,3697,5537,10710,10005,14676,16964,28301
2013-02-01,27,0,3401,4421,7893,6036,8656,13444,35329
2013-02-01,27,1,2875,4207,6854,5727,7973,11535,24939
2013-02-01,28,0,3272,4246,8267,5919,9220,15023,38000
2013-02-01,28,1,2353,4000,7289,5785,8212,12193,33702
2013-02-01,29,0,4462,6272,11954,9773,14633,20060,48916
2013-02-01,29,1,3605,5289,9987,7939,11680,17555,45906
2013-02-01,30,0,3134,5176,9170,7297,10818,17033,39127
2013-02-01,30,1,3186,5250,9010,6936,11237,16978,32245
2013-02-01,31,0,2371,3629,5540,4727,6351,8639,20933
2013-02-01,31,1,2603,3764,5998,5651,6957,9515,20000
2013-02-01,32,0,2779,4049,6863,5646,7569,11368,28501
2013-02-01,32,1,2419,3590,6029,5455,7071,9910,23340
2013-02-01,33,0,2570,3989,9152,6108,10875,18252,46151
2013-02-01,33,1,2446,3926,8340,6101,9294,14948,41687
2013-02-01,35,0,6531,9461,19428,14387,21586,34405,93222
2013-02-01,35,1,5482,7449,13807,11163,15777,22806,64287
2013-02-01,36,0,5429,7258,12068,10627,14951,19854,33969
2013-02-01,36,1,4635,6618,10594,9551,13349,17397,29977
2013-02-01,37,0,3344,4924,7498,6946,9209,12140,21624
2013-02-01,37,1,2167,3436,6759,6194,8397,13121,18596
2013-02-01,38,0,4717,7329,11030,9822,13114,18113,35134
2013-02-01,38,1,3962,5805,10820,9038,13800,18914,37071
2013-02-01,39,0,2551,4725,9186,7634,12406,17625,29176
2013-02-01,39,1,2606,3789,6461,5350,8498,11212,16447
2013-02-01,41,0,1078,2006,3939,3184,4574,6615,19500
2013-02-01,41,1,2000,2966,5696,4903,6649,9487,23995
2013-02-01,42,0,2270,3948,8605,6359,11260,16748,35302
2013-02-01,42,1,2862,4819,8778,7518,11714,14875,28926
2013-02-01,43,0,1465,2531,5615,4030,6280,11243,28690
2013-02-01,43,1,1982,2892,5631,4760,6510,9167,25016
2013-02-01,45,0,2863,4355,6894,5980,7576,10950,28030
2013-02-01,45,1,2633,3911,6212,5719,7215,9907,22551
2013-02-01,46,0,2898,5027,8094,6360,8506,12582,39449
2013-02-01,46,1,2847,4243,7412,6173,7921,11471,33665
2013-02-01,47,0,2844,4302,6784,6207,7784,10473,22493
2013-02-01,47,1,2500,3065,5638,5496,6907,8975,16980
2013-02-01,49,0,2921,5644,8757,8252,10930,14353,24994
2013-02-01,49,1,2065,3484,6720,6144,8235,11789,22962
2013-02-01,50,0,5335,8602,20036,16762,25925,39086,71739
2013-02-01,50,1,3480,5770,10304,7931,11600,19706,42479
2013-02-01,51,0,9491,13081,23945,19697,29003,46379,80179
2013-02-01,51,1,7925,10148,15075,13457,18905,23316,37462
2013-02-01,52,0,2555,5000,9436,7289,11363,17141,42752
2013-02-01,52,1,2632,4432,7361,6222,8521,12345,30973
2013-02-01,53,0,5148,6913,9304,8531,10805,13804,24551
2013-02-01,53,1,4168,6624,9057,8179,10731,13710,23720
2013-02-01,55,0,2580,4416,6650,6290,7840,9542,20858
2013-02-01,55,1,2156,3137,5513,5700,7040,8439,13796
2013-02-01,56,0,1348,2497,4542,3825,6022,7605,16000
2013-02-01,56,1,960,1987,3639,3000,5027,6615,12008
2013-02-01,58,0,3300,5488,12282,7892,12705,21470,79981
2013-02-01,58,1,2921,4654,8719,6649,9371,14000,45764
2013-02-01,59,0,2014,3744,8897,6477,10675,16529,45340
2013-02-01,59,1,1965,3163,7092,5480,8459,13097,34874
2013-02-01,60,0,4462,7177,12924,10978,15267,21494,51236
2013-02-01,60,1,3285,5653,9662,8007,11281,16518,37497
2013-02-01,61,0,6065,8765,14401,11404,15185,20473,59422
2013-02-01,61,1,4333,6518,10340,9266,11476,15991,37997
2013-02-01,62,0,4155,5944,10797,8400,12240,17631,50348
2013-02-01,62,1,3500,5244,8879,7100,10231,14840,36120
2013-02-01,63,0,4472,6727,14011,10802,16504,24049,62143
2013-02-01,63,1,3247,5738,10297,7984,12227,18054,42217
2013-02-01,64,0,7433,11222,20620,16067,22097,30035,100500
2013-02-01,64,1,5827,8665,14684,12612,17800,23427,45947
2013-02-01,65,0,2790,5945,11855,8904,13221,21084,63984
2013-02-01,65,1,4406,6252,10002,8366,11368,16202,40128
2013-02-01,66,0,2961,5275,10349,6891,11025,19035,57517
2013-02-01,66,1,2839,3425,6872,5889,7625,11469,27404
2013-02-01,68,0,2373,3685,6512,5813,7829,10947,21700
2013-02-01,68,1,1807,2915,5078,4466,6430,8240,17968
2013-02-01,69,0,2160,3102,6950,5500,7481,13253,35000
2013-02-01,69,1,2303,2985,5395,4600,6503,8719,21061
2013-02-01,70,0,1968,3160,8032,5467,7974,15142,51866
2013-02-01,70,1,2019,3019,6893,5369,7734,13525,31500
2013-02-01,71,0,1500,2829,7737,5000,8849,16615,41665
2013-02-01,71,1,2162,3113,6702,5696,7863,12242,28224
2013-02-01,72,0,3159,4990,11280,8029,13340,23082,55565
2013-02-01,72,1,2088,4497,9322,7155,11703,18690,40225
2013-02-01,73,0,2492,4223,9975,6571,10054,17101,65475
2013-02-01,73,1,1217,3115,6928,5543,8014,12367,35170
2013-02-01,74,0,1793,3000,6487,4933,7007,11311,40541
2013-02-01,74,1,1877,2913,5382,4500,6449,8937,24010
2013-02-01,75,0,2038,2916,4384,3736,5911,6893,10487
2013-02-01,75,1,1976,2863,3882,3168,5241,6456,9872
2013-02-01,77,0,2818,4750,8329,7131,10635,14366,29460
2013-02-01,77,1,2472,3300,6292,5861,7598,10491,23454
2013-02-01,78,0,903,2680,5324,4762,6952,9662,18634
2013-02-01,78,1,702,2063,4677,4147,6241,8332,17158
2013-02-01,79,0,2888,4241,7577,6210,8497,12827,33920
2013-02-01,79,1,2875,3995,6903,6065,7823,11178,25320
2013-02-01,80,0,2800,4450,5676,5049,6110,8161,19788
2013-02-01,80,1,2169,4073,5569,4959,6260,9037,18200
2013-02-01,81,0,1722,2796,4288,4183,5012,6646,13104
2013-02-01,81,1,1361,2088,3203,2859,4252,4993,8578
2013-02-01,82,0,2190,3747,7743,5567,7848,12864,45244
2013-02-01,82,1,2182,3508,5598,4580,6176,8702,22660
2013-02-01,85,0,535,1189,3928,2824,5170,8130,19508
2013-02-01,85,1,667,1628,3962,3502,5304,7754,14364
2013-02-01,86,0,3161,5119,8327,6800,9507,13813,33528
2013-02-01,86,1,2823,4719,6807,6222,8172,10742,20136
2013-02-01,87,0,2438,4146,5598,5292,6540,8289,17585
2013-02-01,87,1,2375,4151,5058,5064,5941,7097,11706
2013-02-01,88,0,2283,3043,5332,5141,6480,8283,18750
2013-02-01,88,1,1896,2844,4744,4376,5980,7674,14367
2013-02-01,90,0,570,1782,4795,3682,6362,8811,28200
2013-02-01,90,1,673,2367,4839,4289,6423,8216,16139
2013-02-01,91,0,2315,4045,6701,6076,7647,10766,30482
2013-02-01,91,1,1497,2708,4974,4224,6252,8567,21373
2013-02-01,92,0,3499,5760,8924,7757,10273,13950,37000
2013-02-01,92,1,2915,3960,6863,6384,8658,11204,19227
2013-02-01,93,0,897,2369,6007,5176,7333,10636,29782
2013-02-01,93,1,849,1920,4427,3550,6144,8389,15843
2013-02-01,94,0,2214,4350,7688,6653,9174,13107,31187
2013-02-01,94,1,1500,3032,5864,5256,7529,10328,20977
2013-02-01,95,0,2170,3049,5688,5286,6470,8500,18712
2013-02-01,95,1,2177,2999,5419,4495,6273,7851,20651
2013-02-01,96,0,1519,2643,5225,4225,6189,8629,23450
2013-02-01,96,1,1438,2257,4023,3148,4974,6640,16000
2013-02-01,999,0,5470,8713,11375,10901,13740,17039,26453
2013-02-01,999,1,3049,5386,7799,6684,9369,12686,24971
2013-03-01,1,0,1120,2644,4371,3903,5052,6998,17076
2013-03-01,1,1,800,1904,4343,3581,5830,8044,16668
2013-03-01,2,0,1171,2373,3885,3403,4446,6044,14902
2013-03-01,2,1,1773,2800,4926,4124,6293,8578,20000
2013-03-01,3,0,1661,3081,8949,6173,11983,18301,45628
2013-03-01,3,1,2875,4575,6524,6060,7254,10000,24050
2013-03-01,5,0,9675,13757,22446,18682,29185,38040,60102
2013-03-01,5,1,11192,13021,19049,15874,22648,33030,43587
2013-03-01,6,0,16057,23910,51290,35763,54768,90538,328418
2013-03-01,6,1,9242,16135,35164,26415,40983,64824,200440
2013-03-01,7,0,6496,9342,18865,14672,20710,30544,92738
2013-03-01,7,1,5654,8168,17216,13500,20089,31679,86500
2013-03-01,8,0,3012,4340,10142,6273,10498,19156,64736
2013-03-01,8,1,2070,4349,9399,6587,11616,18520,54254
2013-03-01,9,0,9335,15666,25286,22850,30111,41483,79598
2013-03-01,9,1,4000,8218,16273,12761,17836,28108,83880
2013-03-01,10,0,3033,4967,9164,6981,10400,15035,42456
2013-03-01,10,1,2048,3320,6800,5431,7622,11000,35284
2013-03-01,11,0,2691,4865,12962,8147,13545,19996,103325
2013-03-01,11,1,1815,3812,11245,6546,11051,18017,112763
2013-03-01,12,0,3707,5918,13443,9396,14568,21383,86087
2013-03-01,12,1,2418,3485,10313,6408,8846,17912,79799
2013-03-01,13,0,3608,4858,7140,6000,7808,10860,25874
2013-03-01,13,1,2774,4184,5857,5326,6510,8923,18024
2013-03-01,14,0,2808,4125,6027,5495,6851,8877,19510
2013-03-01,14,1,2674,3862,5494,5168,6397,7956,14330
2013-03-01,15,0,3536,4714,7101,5902,7445,9493,26170
2013-03-01,15,1,3026,4489,5844,5409,6537,8277,18000
2013-03-01,16,0,1796,2877,4680,4174,5483,7052,16595
2013-03-01,16,1,2157,3073,5502,5057,6409,8293,22743
2013-03-01,17,0,3741,5270,10460,7822,11490,16077,57951
2013-03-01,17,1,3084,4427,9015,6205,9493,15000,55146
2013-03-01,18,0,2956,4743,8188,6579,9534,14138,31050
2013-03-01,18,1,2473,3960,6628,5824,8158,11111,23255
2013-03-01,19,0,5942,7486,20248,11429,19060,29575,192889
2013-03-01,19,1,5648,6291,12358,7684,13414,21951,76890
2013-03-01,20,0,4596,6252,15229,9182,14463,25999,123247
2013-03-01,20,1,3046,5562,12579,7460,12573,22432,102547
2013-03-01,21,0,6129,8434,18876,12267,21084,37780,94796
2013-03-01,21,1,5408,7175,12659,9641,13317,20589,69173
2013-03-01,22,0,4033,5576,8864,7279,10376,14468,30872
2013-03-01,22,1,3007,4883,7215,6230,8159,11254,26611
2013-03-01,23,0,3355,4922,9175,7108,10693,14974,40439
2013-03-01,23,1,2653,4417,8319,6102,9140,14471,40423
2013-03-01,24,0,3927,5607,12940,10198,16000,24449,53091
2013-03-01,24,1,2900,4478,11992,8114,15883,23469,54136
2013-03-01,25,0,2683,3903,6377,5083,7147,10828,25500
2013-03-01,25,1,2143,3641,5975,4941,6770,9762,24767
2013-03-01,26,0,3978,5678,12024,8740,14701,19640,56826
2013-03-01,26,1,3939,5717,11559,11658,14500,17530,32910
2013-03-01,27,0,3718,4653,8602,6250,8996,14000,47486
2013-03-01,27,1,3000,4318,7325,5839,8065,12469,34371
2013-03-01,28,0,3549,4473,8136,6102,9194,14314,35732
2013-03-01,28,1,2395,4000,7294,5800,8181,12175,31964
2013-03-01,29,0,4708,6629,12477,10567,14722,20102,50213
2013-03-01,29,1,4000,5894,11179,8686,12791,19234,49796
2013-03-01,30,0,3196,5146,9132,7289,10750,16605,38318
2013-03-01,30,1,3478,5046,8742,6888,10716,16284,31177
2013-03-01,31,0,2661,3989,5809,5056,6423,8736,20621
2013-03-01,31,1,2823,4000,6063,5696,6860,9434,20253
2013-03-01,32,0,3022,4341,6914,5799,7619,11178,27624
2013-03-01,32,1,2514,3626,5935,5349,6791,9325,22801
2013-03-01,33,0,2609,4028,9446,6291,10981,18187,46921
2013-03-01,33,1,2453,3869,9024,6011,9467,16026,70124
2013-03-01,35,0,6644,9513,24703,14644,26482,63144,110539
2013-03-01,35,1,5649,7525,19147,11174,19463,50800,85288
2013-03-01,36,0,5579,7384,13241,11104,16313,21853,37236
2013-03-01,36,1,4621,6802,11710,10221,15037,19450,33623
2013-03-01,37,0,3360,5245,7671,7106,9507,11848,23312
2013-03-01,37,1,2896,4816,7316,6403,8656,13712,19690
2013-03-01,38,0,5017,7798,10947,10190,12869,16538,31633
2013-03-01,38,1,3953,5748,10864,9165,13657,18891,37184
2013-03-01,39,0,2536,5002,9195,7974,12258,16527,27200
2013-03-01,39,1,2484,3908,6691,6479,8696,10950,17885
2013-03-01,41,0,1226,2208,4318,3520,5074,7114,20639
2013-03-01,41,1,2001,2996,5809,5000,6640,9578,27906
2013-03-01,42,0,2528,4328,9253,6764,11500,17653,44747
2013-03-01,42,1,2839,4857,8840,7511,11383,14571,34196
2013-03-01,43,0,1608,2768,5973,4407,6685,11988,29325
2013-03-01,43,1,1981,2918,5772,4819,6512,9527,25305
2013-03-01,45,0,2862,4362,6915,5936,7396,10886,29206
2013-03-01,45,1,2583,3880,6128,5646,6990,9540,23356
2013-03-01,46,0,2889,5072,8613,6268,8500,13000,50000
2013-03-01,46,1,2839,4198,8129,6076,7867,12000,50749
2013-03-01,47,0,2838,4334,6785,6080,7456,9997,25095
2013-03-01,47,1,2504,3021,5524,5453,6718,8553,17665
2013-03-01,49,0,2933,5841,8970,8454,11002,14497,25699
2013-03-01,49,1,2095,3458,7080,6251,8408,12000,26202
2013-03-01,50,0,5516,8707,20222,16585,26175,39387,73736
2013-03-01,50,1,3938,5731,11022,7900,11900,20366,50161
2013-03-01,51,0,9694,13436,25665,20473,30309,47439,96292
2013-03-01,51,1,7961,10486,15872,13944,20017,24571,43413
2013-03-01,52,0,2498,5001,9499,7387,11245,16831,44075
2013-03-01,52,1,2500,4471,7447,6210,8458,12259,35000
2013-03-01,53,0,5439,8013,12138,11705,14783,18952,32972
2013-03-01,53,1,4303,7783,12383,12390,15905,19922,35057
2013-03-01,55,0,2418,4334,6447,6153,7567,9166,21666
2013-03-01,55,1,1728,2963,5438,5632,6860,8174,14342
2013-03-01,56,0,1365,2518,4717,3908,5974,7500,16827
2013-03-01,56,1,1117,2178,3821,3077,5107,6538,12745
2013-03-01,58,0,3386,5615,11625,7938,12304,19547,70400
2013-03-01,58,1,2934,4718,8649,6681,9317,13631,38389
2013-03-01,59,0,1933,3787,9090,6349,10400,15550,45000
2013-03-01,59,1,1858,3133,6864,5337,8336,12581,32712
2013-03-01,60,0,4585,7263,14138,11331,15030,20993,72767
2013-03-01,60,1,3352,5719,10293,8033,11137,16421,52332
2013-03-01,61,0,6271,9359,18385,13255,18312,29556,127396
2013-03-01,61,1,4500,6829,12982,10124,13679,21773,65450
2013-03-01,62,0,4187,6000,11953,8699,13000,19366,66985
2013-03-01,62,1,3478,5300,9936,7323,10835,16295,55158
2013-03-01,63,0,4420,6636,15300,10298,16380,28219,84778
2013-03-01,63,1,3207,5698,10205,7510,11137,17201,53000
2013-03-01,64,0,7253,11054,24252,16315,23440,36001,183055
2013-03-01,64,1,5783,8780,16690,12764,19022,26948,74963
2013-03-01,65,0,2875,6109,13245,9034,13653,22471,90714
2013-03-01,65,1,4533,6328,10471,8398,11440,16878,45847
2013-03-01,66,0,2982,5367,14754,6894,11495,21522,169939
2013-03-01,66,1,2839,3408,7895,5861,7702,12000,47389
2013-03-01,68,0,2474,3787,6622,5843,7795,11074,22710
2013-03-01,68,1,1834,2908,5124,4480,6323,8150,18072
2013-03-01,69,0,2124,3050,7128,5490,7439,13385,35850
2013-03-01,69,1,2285,2953,5390,4575,6445,8723,21000
2013-03-01,70,0,1910,3127,8812,5458,8000,15581,69060
2013-03-01,70,1,1996,2970,7315,5358,7736,14492,38338
2013-03-01,71,0,1638,2900,7949,5183,8888,16367,44744
2013-03-01,71,1,2180,3085,6903,5722,7942,12473,32413
2013-03-01,72,0,2944,5010,12418,8447,13718,23082,76561
2013-03-01,72,1,2372,4669,11147,7549,13184,22960,56949
2013-03-01,73,0,2489,4217,10443,6521,10177,18040,75000
2013-03-01,73,1,1200,3140,7215,5590,8060,12530,41443
2013-03-01,74,0,1862,3024,6484,4900,6668,10703,31722
2013-03-01,74,1,1898,2899,5334,4458,6263,8709,23113
2013-03-01,75,0,2100,2916,4508,3760,5936,6931,13771
2013-03-01,75,1,2049,2863,3861,3090,5028,6341,9237
2013-03-01,77,0,2865,4823,8411,7000,10464,13816,31303
2013-03-01,77,1,2456,3300,6330,5830,7555,10748,24085
2013-03-01,78,0,943,2628,5285,4833,6958,9477,17502
2013-03-01,78,1,588,1749,4609,3975,6073,8425,18142
2013-03-01,79,0,2893,4494,7927,6207,8618,13665,39000
2013-03-01,79,1,2866,4075,6889,6067,7914,11502,23434
2013-03-01,80,0,2734,4435,5631,4932,5898,7845,19379
2013-03-01,80,1,2134,3992,5458,4841,5977,8639,18091
2013-03-01,81,0,1749,2783,4251,4177,4894,6582,13008
2013-03-01,81,1,1363,2093,3190,2838,4215,4842,8673
2013-03-01,82,0,1884,3596,7536,5414,7728,12769,46823
2013-03-01,82,1,2043,3345,5489,4436,6016,8638,25059
2013-03-01,85,0,593,1319,4377,3099,5818,9132,21776
2013-03-01,85,1,793,1916,4488,3967,6002,8671,16169
2013-03-01,86,0,3200,5076,8208,6673,9234,13297,34336
2013-03-01,86,1,2802,4673,6672,6100,7939,10312,19458
2013-03-01,87,0,2376,4024,5474,5131,6491,8151,17218
2013-03-01,87,1,2340,4170,4978,4956,5848,6984,11321
2013-03-01,88,0,2433,3182,5904,5400,6813,8660,24760
2013-03-01,88,1,2135,2929,4920,4505,6155,8126,15247
2013-03-01,90,0,403,1386,4634,3493,6150,8297,29703
2013-03-01,90,1,623,2208,4515,3937,6111,8032,17742
2013-03-01,91,0,1998,3802,6697,6005,7646,10240,31803
2013-03-01,91,1,1500,2719,5050,4114,6445,8764,18217
2013-03-01,92,0,3365,5494,8427,7256,9457,13249,33178
2013-03-01,92,1,2853,3811,6500,6048,8057,10414,18214
2013-03-01,93,0,965,2433,6202,5541,7788,10986,30230
2013-03-01,93,1,894,1968,4627,3628,6354,8764,17544
2013-03-01,94,0,2361,4635,7946,6858,9405,13382,32098
2013-03-01,94,1,1705,3270,6261,5687,7990,11038,21720
2013-03-01,95,0,2185,3059,5547,5285,6373,8386,19755
2013-03-01,95,1,2064,2969,5519,4429,6112,7837,23874
2013-03-01,96,0,1495,2639,5079,4220,6211,8543,20675
2013-03-01,96,1,1300,2183,3878,3082,4920,6551,14497
2013-03-01,999,0,5678,8572,11152,10634,13375,16725,25275
2013-03-01,999,1,3181,5656,7948,6914,9352,12483,24242
2013-04-01,1,0,1128,2636,4421,3903,5078,7024,17998
2013-04-01,1,1,786,1840,4235,3528,5717,7707,17609
2013-04-01,2,0,1137,2366,4445,3466,4614,6430,22126
2013-04-01,2,1,1468,2755,5545,4088,6693,9325,37804
2013-04-01,3,0,1610,3450,10501,6900,14215,22961,54289
2013-04-01,3,1,2875,4651,8127,5893,7648,11277,82836
2013-04-01,5,0,5700,13469,21187,18112,27898,37298,58399
2013-04-01,5,1,11003,12667,18819,15900,22867,32962,47492
2013-04-01,6,0,12647,17397,35311,25732,40167,60154,182795
2013-04-01,6,1,8374,12181,22793,17411,25853,39400,110936
2013-04-01,7,0,6831,10780,18164,15399,20277,27357,79867
2013-04-01,7,1,5767,8930,16065,13361,18430,25674,64755
2013-04-01,8,0,3319,4525,11695,6547,11021,20471,105950
2013-04-01,8,1,2245,4470,13642,6685,13000,20500,167645
2013-04-01,9,0,9503,16194,27068,24687,33300,44651,82688
2013-04-01,9,1,4812,8637,16202,13231,18554,28198,71157
2013-04-01,10,0,3265,5200,9407,7283,10816,15866,40533
2013-04-01,10,1,2200,3555,6873,5628,7849,11521,29478
2013-04-01,11,0,2946,5175,10956,8426,13367,19236,42226
2013-04-01,11,1,1841,4130,8378,6799,10498,14480,34002
2013-04-01,12,0,4288,6206,13294,9338,13729,21195,59752
2013-04-01,12,1,3763,4914,10262,6396,8998,17263,59581
2013-04-01,13,0,3722,4934,7136,6044,7830,10862,24771
2013-04-01,13,1,2852,4300,6030,5377,6590,9002,18851
2013-04-01,14,0,2838,4266,6111,5631,6944,8938,19320
2013-04-01,14,1,2746,4022,5673,5344,6568,8207,15000
2013-04-01,15,0,3988,5271,7073,6295,7712,9689,22952
2013-04-01,15,1,3176,5007,6483,5789,6964,8728,22703
2013-04-01,16,0,1958,3000,4942,4475,5838,7445,17077
2013-04-01,16,1,2453,3280,5568,5438,6472,8285,19591
2013-04-01,17,0,4152,5737,10834,8333,12500,17727,47108
2013-04-01,17,1,3321,4737,9115,6544,10064,16463,43229
2013-04-01,18,0,2979,4774,8132,6620,9641,14217,30266
2013-04-01,18,1,2436,4000,6693,5773,8082,11563,23677
2013-04-01,19,0,6231,7801,19163,12162,21140,32043,119618
2013-04-01,19,1,5883,6649,12962,8233,14151,23446,72286
2013-04-01,20,0,4929,6470,13801,9391,15081,24341,74383
2013-04-01,20,1,3117,5656,10739,7583,11568,19171,54963
2013-04-01,21,0,6287,8800,19819,12873,23152,40260,96620
2013-04-01,21,1,5487,7492,13559,10101,14044,23704,66067
2013-04-01,22,0,4510,5816,9079,7515,10405,14453,31356
2013-04-01,22,1,3129,5165,7332,6439,8355,11245,25713
2013-04-01,23,0,3604,5186,9913,7432,11184,15707,52366
2013-04-01,23,1,2782,4536,9006,6271,9768,15400,58818
2013-04-01,24,0,4040,5937,14025,10748,16891,25309,66057
2013-04-01,24,1,3500,4740,13201,8617,16972,25999,62739
2013-04-01,25,0,2797,4000,6520,5270,7431,11075,24906
2013-04-01,25,1,2176,3720,6058,5025,6985,10001,23532
2013-04-01,26,0,4000,5773,11070,8850,13787,17490,43583
2013-04-01,26,1,4000,5860,10456,10780,13856,15597,25917
2013-04-01,27,0,3857,4882,8296,6471,9220,13934,35867
2013-04-01,27,1,3110,4400,7102,5943,7995,11577,25526
2013-04-01,28,0,3718,4700,8444,6376,9557,15000,35760
2013-04-01,28,1,2530,4076,7270,5905,8220,12431,31000
2013-04-01,29,0,4977,6852,12666,10637,15045,20891,47164
2013-04-01,29,1,4139,5955,11473,8644,12588,18706,46534
2013-04-01,30,0,3352,5315,9232,7568,10977,16716,37438
2013-04-01,30,1,3539,5164,8964,7111,11308,16487,31594
2013-04-01,31,0,2778,4183,6101,5336,6700,9000,22066
